reviewId,content,language,english_content
5fb761a5-0960-4c0a-b4d8-48248f2ea80d,"Bonne application qui mériterait d'être plus complète. Je mets 4 étoiles car les fonctions avancées et tellement utiles sont manquantes. (niveau adBlue et lave glace, pression des pneumatiques). J'espère que l'équipe de développeurs comblera rapidement ces lacunes.",French,"Good app that deserves to be more complete. I'm giving it 4 stars because the advanced and so useful functions are missing (AdBlue and washer fluid level, tire pressure). I hope the development team quickly fills these gaps."
079744bf-9334-446f-b6d3-daca90a3f3ed,Appli bidon qui n apporte pas grand chose,French,Useless app that doesn't bring much.
2189abef-955a-4701-8c64-b6eb5ccd059d,"simple, fluide manque néanmoins des options.",French,"simple, fluid, but lacking options."
541fb4bf-be07-4f4c-8b19-44b327361a73,très pratique et bien conçu,French,very practical and well designed
c886d5f8-add6-4084-95e7-a79891dac426,Il est regrettable de d'avoir un smartphone dernière génération pour pouvoir utiliser une application.,French,It’s regrettable to need a latest-generation smartphone to be able to use an application.
a8e2baab-8e10-4158-a566-02de649ad84d,"Application bien faite certes avec fonctions basiques mais tout a fait suffisantes. Enfin depuis la derniere MAJ via remote software update (ce matin), la voiture ne veut même plus mettre a jour les infos de localisation, trajets, utilisateurs,... on dirait qu elle n a simplement plus accès a internet. Pour info, la voiture n a pas encore 6 mois.",French,"Well-made application, certainly with basic functions but entirely sufficient. Finally, since the last update via remote software update (this morning), the car no longer wants to update the location, journeys, users' information,... it’s as if it no longer has access to the internet. For your information, the car hasn't been out for less than 6 months."
5c95a996-3e5d-44bd-8766-0c5c09f41cbb,application permettant d'interagir efficacement avec le véhicule,French,"application permettant d'interagir efficacement avec le véhicule

application allowing for effective interaction with the vehicle"
acd49010-7414-47df-80c8-3606e2221b82,"Abonnements à des tarifs exorbitants pour des services bien souvent offerts dans d'autres marques moins ""prestigieuses"" .....L'accès à de simples informations sur le véhicule ou l'envoi d'une destination au GPS et même la MAJ du GPS nécessite maintenant un abonnement sur mon véhicule de plus de 3 ans, décevant à l'heure ou toutes les MAJ d'applications Android ou IOS ou autres objets connectés sont totalement gratuites....",French,"Subscriptions at exorbitant prices for services often offered by other, less prestigious brands… Access to simple vehicle information, sending a destination to the GPS, and even GPS updates now requires a subscription on my vehicle that's over 3 years old – disappointing at a time when all updates for Android or iOS applications or other connected objects are completely free…"
e4deeced-8f19-40b3-ad47-d0c3d9ce33d3,Super application qui vous tient informé de l'état du véhicule et de sa position.,French,Great app that keeps you informed about the vehicle's status and location.
5e39db69-3675-4677-b1ce-34be11c96556,"Bon le déverrouillage digital key toujours pas dispo, la dernière mise à jour disait qu'il était dispo rien. Oui j'ai la bmw digital key sur ma voiture. Mais pas presser du côté des développeurs de corriger le problème. Je trouve que pour du 4,6/5 c'est un peut surcote pour ce que c'est il manque trop de fonction, alors qu'on pourrais faire bien plus.",French,"Well, the digital key still isn't available, the last update said it was available, nothing. Yes, I have the BMW Digital Key on my car. But not in a hurry on the developers' side to fix the problem. I find that for a 4.6/5 it's a little overrated for what it is, too many functions are missing, when we could do so much more."
b3a9ce2e-485a-468c-85f0-4d947c05fd22,"Je peux contrôler mon véhicule à distance. Régler la température de l'habitacle avant de partir, vérifier si tout est en ordre, son niveau de charge.... je peux regarder son environnement extérieur ou intérieur grâce aux caméras intégrées.... Vraiment très simple d'utilisation !",French,"I can remotely control my vehicle. Adjust the cabin temperature before leaving, check if everything is in order, its charging level.... I can view its exterior or interior surroundings thanks to the integrated cameras.... Really very simple to use!"
013bd590-f3ea-4c7c-ae40-93da8596965e,Impossible de charger la dernière mise à jour du software de la voiture. Et on est obligé de passer par cette appli inutile pour le faire. Merci BMW.,French,"Impossible to load the latest software update for the car. And we're forced to go through this useless app to do it. Thanks, BMW."
61ecfb39-010a-4749-b0a7-5a4ea0332de8,"application très utile, fonctionnelle, permet d'avoir toutes les informations sur le véhicule en temps réel.",French,"Very useful application, functional, allows you to have all vehicle information in real time."
2672eb56-adf1-4d31-af47-fb0ccf3c10ae,"Très pratique, contrôle du véhicule à tout moment.",French,"Very practical, vehicle control at any time."
11c27af3-41f9-40f7-85ce-6f0bc315bdc0,Bonne application pour trouver les bornes électriques 👍,French,Good app for finding charging stations 👍
cd4386fb-dea1-4f51-84c2-a27800374f7e,plus rien ne fonctionne et en plus il me dis toujours que j'ai une fenêtre ouverte c'est vraiment chiant.,French,"Nothing works anymore, and on top of that, it keeps telling me I have a window open. It’s really annoying."
3fadbb76-894b-4b39-9a93-907277d13b53,"Depuis la mise a jour, impossible de se connecter. Il y a un message qui me dit ""pas de connexion internet"" alors que j'ai la 4g. Dommage car elle fonctionnait avant. Déçu.",French,"Since the update, it’s impossible to connect. There's a message telling me no internet connection even though I have 4G. A shame because it worked before. Disappointed."
06679513-0fa9-4bda-8bea-d7282d1d6f3a,"Ne se connecte pas bien au véhicule contrairement à la précédente application (bmwi3) Du coup , pas possible de lancer le préchauffage ... Bref pas terrible du tout",French,"Doesn't connect well to the vehicle unlike the previous app (bmwi3). So, it’s not possible to start the preconditioning... Briefly, it’s really not great at all."
7ad65265-4ff5-467c-a26b-0addee82b4b8,"Pour un véhicule électrique appli décevante par rapport à l'ancienne version : pas de jauge de niveau de charge batterie, pas de mode Edrive.. je désinstalle",French,"For an electric vehicle, a disappointing app compared to the previous version: no battery charge level gauge, no eDrive mode… I’m uninstalling."
